语料ID,语料,人工领域,人工意图,人工领域ID,人工意图ID,人工标注,人工槽位,匹配模式,平台领域,平台意图,平台领域ID,平台意图ID,平台标注,平台槽位,Domain Score,Intent Score,Pattern Score,GUID
1363673914243211264,2017年3月3日是不是黄道吉日,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>2017年3月3日</datetime>是不是<suit>黄道吉日</suit>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""2017年3月3日"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 12, ""value"": ""黄道吉日"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,2017年3月3日是不是黄道吉日,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_d0db9a16787e4d32896f0590de4fc6ff
1363673914020913152,下周五下葬合适吗,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>下周五</datetime><item>下葬</item><suit>合适</suit>吗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""下周五"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""下葬"", ""name"": ""item"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""合适"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,下周五下葬合适吗,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_f060f42e5cef48628f1aa55b0fc9f343
1363673913861529600,属鼠的今日不宜干什么？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,属鼠的<datetime>今日</datetime><suit>不宜</suit>干什么？,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""今日"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""不宜"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,属鼠的今日不宜干什么？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_5fde56cd19054e0f8bd3a1fb10f5c418
1363673913710534656,这个星期宜什么,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>这个星期</datetime><suit>宜</suit>什么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""这个星期"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""宜"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,这个星期宜什么,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_215542d1d8704f61a81b0f96e4a78cd1
1363673913588899840,今天出行有禁忌吗,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>今天</datetime><item>出行</item>有禁忌吗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""出行"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天出行有禁忌吗,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_6ae0ca0763474c31bc00875a5d8697e3
1363673913437904896,今天禁忌做什么,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>今天</datetime><suit>禁忌</suit>做什么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""禁忌"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天禁忌做什么,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_5027a3601ca64f28abe7ca0bb793c89a
1363673913316270080,今天适合上山还是下海,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>今天</datetime><suit>适合</suit><item>上山</item>还是<item>下海</item>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""上山"", ""name"": ""item"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 8, ""value"": ""下海"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天适合上山还是下海,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_ddb44b125661441b9493366aa8641ca6
1363673913127526400,今天适合做些什么事？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>今天</datetime><suit>适合</suit>做些什么事？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天适合做些什么事？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_06c4311a01534907a455925b6baabdc9
1363673913001697280,我要查黄历,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,我要查黄历,[],,other_failed,other_failed,-1,-1,我要查黄历,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_a8acaf6a380640cfb10aadb085137b7d
1363673912880062464,每月四号不是好日子,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>每月四号</datetime><suit>不是好</suit>日子,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""每月四号"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""不是好"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,每月四号不是好日子,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_4fa255ce74c1494c8a2e25cbfd536e6e
1363673912729067520,后天适合做什么,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>后天</datetime><suit>适合</suit>做什么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""后天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,后天适合做什么,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_ee5ab5abc2c54bae93987e2a42d2c051
1363673912599044096,后天是断蚁吉日吗？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>后天</datetime>是<item>断蚁</item>吉日吗？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""后天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""断蚁"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,后天是断蚁吉日吗？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_9dec7cc0e64f41ef98d59c373de5a530
1363673912435466240,明天结婚可以吗,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>明天</datetime><item>结婚</item><suit>可以</suit>吗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""结婚"", ""name"": ""item"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""可以"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天结婚可以吗,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_3ce2599e0afe40c0b589796723bbe0a9
1363673912188002304,帮我查一下今天有什么忌讳?,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,帮我查一下<datetime>今天</datetime>有什么忌讳?,"[{""origin_value"": """", ""origin_offset"": 5, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,帮我查一下今天有什么忌讳?,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_a3a7063eb43d4b418a60d80a622b7073
1363673912003452928,今天适宜做什么事,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>今天</datetime><suit>适宜</suit>做什么事,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适宜"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天适宜做什么事,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_3ebf7f45eff04aa08150a70d4ab1623c
1363673911886012416,这个月哪几天适合出去旅游,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>这个月哪几天</datetime><suit>适合</suit><item>出去旅游</item>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""这个月哪几天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 8, ""value"": ""出去旅游"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,这个月哪几天适合出去旅游,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_8aaedd703a2b488eb08e1b88c24c5b76
1363673911701463040,明天是否适合迁家？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>明天</datetime><suit>是否适合</suit><item>迁家</item>？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""是否适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""迁家"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天是否适合迁家？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_569edf53fde1419e8183806c97e8ae78
1363673911533690880,后天适不适合安门？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>后天</datetime><suit>适不适合</suit><item>安门</item>？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""后天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适不适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""安门"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,后天适不适合安门？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_dab19d3ee608437b97c0c8acdd113b5d
1363673911374307328,明天是否宜出行吃饭访友？,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>明天</datetime><suit>是否宜</suit><item>出行吃饭访友</item>？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""是否宜"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""出行吃饭访友"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天是否宜出行吃饭访友？,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_0c8784162b934627bd0a36f6059fbd37
1363673911252672512,修坟黄道吉日查询,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<item>修坟</item><suit>黄道吉日</suit>查询,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""修坟"", ""name"": ""item"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""黄道吉日"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,修坟黄道吉日查询,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_79dff072eb5642c599f4aa224d2c6efe
1363673911160397824,有哪些事情今天适合去做,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,有哪些事情<datetime>今天</datetime><suit>适合</suit>去做,"[{""origin_value"": """", ""origin_offset"": 5, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 7, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,有哪些事情今天适合去做,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_cd23db816c1c4cb1936f93952f999ce8
1363673910963265536,明天移徒忌讳吗,huangli_5-1362949499880652800,search_almanac,1362949499880652800,1362949607078760448,<datetime>明天</datetime><item>移徒</item><suit>忌讳</suit>吗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""移徒"", ""name"": ""item"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""忌讳"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天移徒忌讳吗,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_68aeb2ee4ae243ce825e5c789eb47431
1363673959961124864,澳大利亚的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>澳大利亚</location>的天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""澳大利亚"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,澳大利亚的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_3887b76327164a9da86f564e712d8b35
1363673959722049536,今天洛宁的天气怎么样,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<datetime>今天</datetime><location>洛宁</location>的天气怎么样,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""洛宁"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天洛宁的天气怎么样,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_cf74476c78c54e30a4a2dbc0c2daa2dc
1363673959558471680,鲅鱼圈三天天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>鲅鱼圈</location><datetime>三天</datetime>天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""鲅鱼圈"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""三天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,鲅鱼圈三天天气预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_f1fe04e8d3c54ade8dc124c6a9090250
1363673959390699520,帮我查一下今天的天气怎么样,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,帮我查一下<datetime>今天</datetime>的天气怎么样,"[{""origin_value"": """", ""origin_offset"": 5, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,帮我查一下今天的天气怎么样,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_0698cb1ae7764636b78cd4c7ecbafcd4
1363673959143235584,慈溪今天的天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>慈溪</location><datetime>今天</datetime>的天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""慈溪"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",[location][datetime]的天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>慈溪</location><datetime>今天</datetime>的天气预报,"[{""origin_value"": ""今天"", ""origin_offset"": 2, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": """"}, {""origin_value"": ""慈溪"", ""origin_offset"": 0, ""value"": ""慈溪"", ""name"": ""location"", ""entity_source"": 1}]",0.0,0.0,0.9311110973358154,11576_auto_test_aie_bvt_guid_dbbc322361e84451ad91458261f0db6d
1363673958962880512,查查孝感这几天的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,查查<location>孝感</location><datetime>这几天</datetime>的天气,"[{""origin_value"": """", ""origin_offset"": 2, ""value"": ""孝感"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""这几天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,查查孝感这几天的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_bf9137a0038d4957b0d60da77624981f
1363673958807691264,天气预报咯,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,天气预报咯,[],,other_failed,other_failed,-1,-1,天气预报咯,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_4a985d420ce44d7dabb31d3cc9b0af5e
1363673958719610880,高县天气7天预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>高县</location>天气<datetime>7天</datetime>预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""高县"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""7天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,高县天气7天预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_0f422c97d1744610b6fec67cc698a60d
1363673958572810240,跟我查今天的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,跟我查<datetime>今天</datetime>的天气,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,跟我查今天的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_c57f4415bcbc46faa26b8fc6399daa7c
1363673958426009600,金寨县天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>金寨县</location>天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""金寨县"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,金寨县天气预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_1be967d5149d4fb2bbfe9c2a9f9d5449
1363673958224683008,今天南山的天气怎么样,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<datetime>今天</datetime><location>南山</location>的天气怎么样,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""南山"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天南山的天气怎么样,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_fd0e00d614374ec0af5e5a48646c630e
1363673958073688064,播放今天的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,播放<datetime>今天</datetime>的天气,"[{""origin_value"": """", ""origin_offset"": 2, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,播放今天的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_f0972f5eb1334f18884e0d00245ebb4c
1363673957880750080,赶明儿的天气怎么样,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>赶明儿</location>的天气怎么样,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""赶明儿"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,赶明儿的天气怎么样,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_f00c3a73dd81415c8ccc63dea4e6343f
1363673957759115264,绵阳市江油市的天气情况,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>绵阳市江油市</location>的天气情况,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""绵阳市江油市"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,绵阳市江油市的天气情况,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_31f0b51d8f0b45d199d7fac5f3550c7c
1363673957666840576,大庆市肇源县古龙镇天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>大庆市肇源县古龙镇</location>天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""大庆市肇源县古龙镇"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,大庆市肇源县古龙镇天气预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_811a1a0e60574e07b790d287bd0b82fd
1363673957515845632,南昌现在什么天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>南昌</location><datetime>现在</datetime>什么天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""南昌"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""现在"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,南昌现在什么天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_fed5b8390662433393086c799b8e8d9e
1363673957343879168,成都明天的明天的明天的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>成都</location><datetime>明天的明天的明天</datetime>的天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""成都"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""明天的明天的明天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,成都明天的明天的明天的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_dc9c3e1c78014fa5a0037cced3391dc1
1363673957188689920,路桥今天天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>路桥</location><datetime>今天</datetime>天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""路桥"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",[location][datetime]天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>路桥</location><datetime>今天</datetime>天气,"[{""origin_value"": ""今天"", ""origin_offset"": 2, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": """"}, {""origin_value"": ""路桥"", ""origin_offset"": 0, ""value"": ""路桥"", ""name"": ""location"", ""entity_source"": 1}]",0.0,0.0,0.8966667056083679,11576_auto_test_aie_bvt_guid_362c3f133fdc44999ce1ecd6d0cb0fcc
1363673956907671552,黑人后天天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,黑人<datetime>后天</datetime>天气,"[{""origin_value"": """", ""origin_offset"": 2, ""value"": ""后天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,黑人后天天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_893571919c7444deab7993c89a9f8064
1363673956739899392,我现在宁波的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,我<datetime>现在</datetime><location>宁波</location>的天气,"[{""origin_value"": """", ""origin_offset"": 1, ""value"": ""现在"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""宁波"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,我现在宁波的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_cbc161a269f04bacb23e175ec1d8cdf2
1363673956584710144,台州仙居因为来三天天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>台州仙居</location>因为<datetime>来三天</datetime>天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""台州仙居"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""来三天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,台州仙居因为来三天天气预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_2046c08eb7154372be58e8dc7ba976b1
1363673956425326592,邓州城市天气预报,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>邓州</location>城市天气预报,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""邓州"", ""name"": ""location"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,邓州城市天气预报,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_e8ec83948c874ac4a225fbc7b130b8f9
1363673956274331648,牡丹江今晚的天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>牡丹江</location><datetime>今晚</datetime>的天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""牡丹江"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""今晚"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,牡丹江今晚的天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_d7196764638c488cbae0603de60570b1
1363673956060422144,湖北武汉天气预报未来三天,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>湖北武汉</location>天气预报<datetime>未来三天</datetime>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""湖北武汉"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 8, ""value"": ""未来三天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,湖北武汉天气预报未来三天,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_d7e8795e5e7342ffb3a9fbb028e7e0c9
1363673955901038592,成都星期一，什么天气,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>成都</location><datetime>星期一</datetime>，什么天气,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""成都"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""星期一"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,成都星期一，什么天气,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_ce9c50ae314d4d83804f0d86c86f7c12
1363673955729072128,大连这几天的天气情况怎么样,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>大连</location><datetime>这几天</datetime>的天气情况怎么样,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""大连"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""这几天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,大连这几天的天气情况怎么样,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_116d4653b7bf49e380696897ab8403f7
1363673955485802496,沈阳明天的天气是什么,tianqi_5-1362970384020725760,general_search,1362970384020725760,1362970530309693440,<location>沈阳</location><datetime>明天</datetime>的天气是什么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""沈阳"", ""name"": ""location"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,沈阳明天的天气是什么,[],0.0,0.0,0.0,11576_auto_test_aie_bvt_guid_cf31f69786fb44229ec0554e92289a5f
