语料ID,语料,人工领域,人工意图,人工领域ID,人工意图ID,人工标注,人工槽位,匹配模式,平台领域,平台意图,平台领域ID,平台意图ID,平台标注,平台槽位,Domain Score,Intent Score,Pattern Score,GUID
1363674112516337664,酒精中毒大小便失禁,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>酒精中毒</disease>大小便失禁,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""酒精中毒"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,酒精中毒大小便失禁,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_35b7bcf854c44cfe855a60b2dd3a815d
1363674112369537024,儿童哮喘如何治疗,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>儿童</people><disease>哮喘</disease>如何治疗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""儿童"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""哮喘"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,儿童哮喘如何治疗,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_71c014f7c4c34179bc59428b5ee17e1f
1363674112235319296,如何对触电人员进行心脏复苏,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,如何对<disease>触电</disease>人员进行心脏复苏,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""触电"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,如何对触电人员进行心脏复苏,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_b81febb4d1c94aeab7f6bb4dccafe834
1363674112117878784,小孩打预防针后发烧怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people>打预防针后<disease>发烧</disease>怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 7, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people>打预防针后<disease>发烧</disease>怎么办,"[{""origin_value"": ""发烧"", ""origin_offset"": 7, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""小孩"", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 1}]",0.5319139361381531,0.5319139361381531,0.0,11575_auto_test_aie_bvt_guid_7c7b492a2c834802838d261c517b92cc
1363674111916552192,尺骨鹰嘴骨折,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<organ>尺骨鹰嘴</organ><disease>骨折</disease>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""尺骨鹰嘴"", ""name"": ""organ"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""骨折"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,尺骨鹰嘴骨折,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_6c69edd5600642c48ab7e0b3b9eee8eb
1363674111832666112,小孩烫伤怎么处理好的快,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people><disease>烫伤</disease>怎么处理好的快,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""烫伤"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,小孩烫伤怎么处理好的快,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_ba7b1c86f41b4897974c962717fb7596
1363674111685865472,宝宝发烧如何物理降温,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people><disease>发烧</disease>如何物理降温,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people><disease>发烧</disease>如何物理降温,"[{""origin_value"": ""发烧"", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""宝宝"", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 1}]",0.9798275828361511,0.9798275828361511,0.0,11575_auto_test_aie_bvt_guid_122bd3f4b38d47709e66213ab846b5eb
1363674111543259136,骨折后怎么恢复的快,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>骨折</disease>后怎么恢复的快,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""骨折"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,骨折后怎么恢复的快,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_e68c18f9836b4312ba904af925a36d00
1363674111379681280,宝宝发高烧怎么处理,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people>发<disease>高烧</disease>怎么处理,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""高烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,宝宝发高烧怎么处理,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_16e0403fc8e74cb5834800331fd7af2b
1363674111232880640,贫血导致心脏供血不足,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>贫血</disease>导致心脏供血不足,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""贫血"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,贫血导致心脏供血不足,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_593f9d57603e419dbbb89a6e3d468b27
1363674111144800256,宝宝积食发烧,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people>积食<disease>发烧</disease>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",[people]积食[disease],jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people>积食<disease>发烧</disease>,"[{""origin_value"": ""发烧"", ""origin_offset"": 4, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""宝宝"", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 1}]",0.0,0.0,0.8966667056083679,11575_auto_test_aie_bvt_guid_7974aab37a0c4fca823b770783344990
1363674110972833792,发烧出汗后怎么处理,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>发烧</disease>出汗后怎么处理,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>发烧</disease>出汗后怎么处理,"[{""origin_value"": ""发烧"", ""origin_offset"": 0, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}]",0.7834581732749939,0.7834581732749939,0.0,11575_auto_test_aie_bvt_guid_8f7694ad817045b582fb391a4122c0d7
1363674110746341376,肌肉拉伤有什么急救方法吗？,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>肌肉拉伤</disease>有什么急救方法吗？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""肌肉拉伤"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,肌肉拉伤有什么急救方法吗？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_6da78b533ba040a2a7fbbf50aafe668a
1363674110599540736,小孩冻着了发烧怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people>冻着了<disease>发烧</disease>怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people>冻着了<disease>发烧</disease>怎么办,"[{""origin_value"": ""发烧"", ""origin_offset"": 5, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""小孩"", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 1}]",0.6146126389503479,0.6146126389503479,0.0,11575_auto_test_aie_bvt_guid_5b0dae2466204cc5841f63467ca57008
1363674110456934400,六个月宝宝发烧怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,六个月<people>宝宝</people><disease>发烧</disease>怎么办,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,六个月宝宝发烧怎么办,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_b08336c439aa48069aeff4a226e2250d
1363674110318522368,宝宝连续发烧两天怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people>连续<disease>发烧</disease>两天怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people>连续<disease>发烧</disease>两天怎么办,"[{""origin_value"": ""发烧"", ""origin_offset"": 4, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""宝宝"", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 1}]",0.9777568578720093,0.9777568578720093,0.0,11575_auto_test_aie_bvt_guid_1a62a8b31364402ba26b4b1d3fc0415c
1363674110092029952,脚趾头甲沟炎,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<organ>脚趾头</organ><disease>甲沟炎</disease>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""脚趾头"", ""name"": ""organ"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""甲沟炎"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,脚趾头甲沟炎,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_e9d1b170e6454323855f5c3db681d400
1363674109966200832,膝盖韧带拉伤走路受限,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<organ>膝盖</organ><disease>韧带拉伤</disease>走路受限,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""膝盖"", ""name"": ""organ"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""韧带拉伤"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,膝盖韧带拉伤走路受限,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_077b3bfefe4b45dba1be027e1cc75cf0
1363674109848760320,贫血严重怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>贫血</disease>严重怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""贫血"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,贫血严重怎么办,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_61ee83a8a1894619b284aed276b9cbe6
1363674109727125504,小孩发烧怎样按摩退烧,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people><disease>发烧</disease>怎样按摩退烧,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>小孩</people><disease>发烧</disease>怎样按摩退烧,"[{""origin_value"": ""发烧"", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""小孩"", ""origin_offset"": 0, ""value"": ""小孩"", ""name"": ""people"", ""entity_source"": 1}]",0.9823079705238342,0.9823079705238342,0.0,11575_auto_test_aie_bvt_guid_02568e2ee1c44526918d95ee94d8cdb2
1363674109546770432,甲沟炎息肉如何消除,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<disease>甲沟炎</disease>息肉如何消除,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""甲沟炎"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,甲沟炎息肉如何消除,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_669d39035f2043edb555d02a08d19f8f
1363674109399969792,宝宝发烧后咳嗽,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people><disease>发烧</disease>后咳嗽,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,宝宝发烧后咳嗽,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_6046e5c8716b43d5bfe11305d9087bbc
1363674109152505856,孩子喉咙疼发烧怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>孩子</people>喉咙疼<disease>发烧</disease>怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""孩子"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,孩子喉咙疼发烧怎么办,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_96b79b09cc194793a261fb5efa31188a
1363674109030871040,冬天打疫苗后发烧还盖被子吗,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,冬天打疫苗后<disease>发烧</disease>还盖被子吗,"[{""origin_value"": """", ""origin_offset"": 6, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,冬天打疫苗后发烧还盖被子吗,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_4fde61f53c58465ba7db0d49e9481fe2
1363674108850515968,治耳鸣的土方法,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,治<disease>耳鸣</disease>的土方法,"[{""origin_value"": """", ""origin_offset"": 1, ""value"": ""耳鸣"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,治耳鸣的土方法,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_a0b3f2b8c52240cfb0e6271f1a76781e
1363674108741464064,三岁宝宝发烧,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,三岁<people>宝宝</people><disease>发烧</disease>,"[{""origin_value"": """", ""origin_offset"": 2, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,三岁宝宝发烧,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_a82e999cc67f470e9cac55aaca813ee4
1363674108603052032,宝宝发烧不到38度怎么办,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people><disease>发烧</disease>不到38度怎么办,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<people>宝宝</people><disease>发烧</disease>不到38度怎么办,"[{""origin_value"": ""发烧"", ""origin_offset"": 2, ""value"": ""发烧"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""宝宝"", ""origin_offset"": 0, ""value"": ""宝宝"", ""name"": ""people"", ""entity_source"": 1}]",0.9128490090370178,0.9128490090370178,0.0,11575_auto_test_aie_bvt_guid_3503d24c13114d5da35bc4c0fe8eecf0
1363674108456251392,手指骨折怎样康复训练,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<organ>手指</organ><disease>骨折</disease>怎样康复训练,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""手指"", ""name"": ""organ"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""骨折"", ""name"": ""disease"", ""entity_source"": 0}]",,jibing_50-1362964399281672192,qa_firstaid_treatment,1362964399281672192,1362964507620454400,<organ>手指</organ><disease>骨折</disease>怎样康复训练,"[{""origin_value"": ""骨折"", ""origin_offset"": 2, ""value"": ""骨折"", ""name"": ""disease"", ""entity_source"": 1}, {""origin_value"": ""手指"", ""origin_offset"": 0, ""value"": ""手指"", ""name"": ""organ"", ""entity_source"": 1}]",0.639765739440918,0.639765739440918,0.0,11575_auto_test_aie_bvt_guid_287ea8a3da1e4800abed38ac99fcd0ed
1363674108309450752,明天能卖猪吗？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>明天</datetime>能<item>卖猪</item>吗？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""卖猪"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天能卖猪吗？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_cbbd0f0cf7a84139b30b72164c7683a1
1363674108162650112,今天不宜干啥,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime><suit>不宜</suit>干啥,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""不宜"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天不宜干啥,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_7620fbb213be4b7c8ed9231e19907e67
1363674108011655168,今天入宅会不会不顺利？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime><item>入宅</item>会不会不顺利？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""入宅"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天入宅会不会不顺利？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_1651642827124a6c9a9e576f4105224c
1363674107877437440,明天适合迁徙吗？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>明天</datetime><suit>适合</suit><item>迁徙</item>吗？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""迁徙"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天适合迁徙吗？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_804de750aec44f599777ab2a238bb98d
1363674107739025408,周四可以外出？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>周四</datetime><suit>可以</suit><item>外出</item>？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""周四"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""可以"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""外出"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,周四可以外出？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_c83baf6b43304a918580c28891bc9c64
1363674107135045632,今日忌挖井,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今日</datetime><suit>忌</suit><item>挖井</item>,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今日"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""忌"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""挖井"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今日忌挖井,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_f4054555a2724fd09a71879fa32aca7b
1363674106992439296,明天适合安排结婚吗？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>明天</datetime><suit>适合</suit>安排<item>结婚</item>吗？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""明天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""结婚"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,明天适合安排结婚吗？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_f15a5e51e1d24267a4362579028cf0c5
1363674106833055744,今天运势会升迁吗,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime>运势会升迁吗,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天运势会升迁吗,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_ea40eb5cacbf468a8c80622fecd2c7aa
1363674106753363968,查一下周末属鼠的有什么不能做的么,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,查一下<datetime>周末</datetime>属<zodiac>鼠</zodiac>的有什么<suit>不能</suit>做的么,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""周末"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""鼠"", ""name"": ""zodiac"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 11, ""value"": ""不能"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,查一下周末属鼠的有什么不能做的么,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_45252f481c0c4fc9abc3970c66bc4897
1363674106635923456,今天是吉日么,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime>是吉日么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天是吉日么,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_2eddff6febe546ccaeab56a5cf55235e
1363674106493317120,告诉我今天适合上坟嘛？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,告诉我<datetime>今天</datetime><suit>适合</suit><item>上坟</item>嘛？,"[{""origin_value"": """", ""origin_offset"": 3, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 7, ""value"": ""上坟"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,告诉我今天适合上坟嘛？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_134755e0d3374a038afd17e8dd46bdea
1363674106354905088,星期三适合结婚否？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>星期三</datetime><suit>适合</suit><item>结婚</item>否？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""星期三"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 3, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 5, ""value"": ""结婚"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,星期三适合结婚否？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_ff264a827751488dbf430ba35a17f1e2
1363674106220687360,今天适合上坟嘛？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime><suit>适合</suit><item>上坟</item>嘛？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 4, ""value"": ""上坟"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天适合上坟嘛？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_c71f399a89d14727924a7e1e377f1560
1363674106069692416,今日适不适合动灶？,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今日</datetime><suit>适不适合</suit><item>动灶</item>？,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今日"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适不适合"", ""name"": ""suit"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 6, ""value"": ""动灶"", ""name"": ""item"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今日适不适合动灶？,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_4c333b097994405e93a556d94fda76d1
1363674105931280384,今天适合什么,huangli_50-1362949324646834176,search_almanac,1362949324646834176,1362949412613971968,<datetime>今天</datetime><suit>适合</suit>什么,"[{""origin_value"": """", ""origin_offset"": 0, ""value"": ""今天"", ""name"": ""datetime"", ""entity_source"": 0}, {""origin_value"": """", ""origin_offset"": 2, ""value"": ""适合"", ""name"": ""suit"", ""entity_source"": 0}]",,other_failed,other_failed,-1,-1,今天适合什么,[],0.0,0.0,0.0,11575_auto_test_aie_bvt_guid_031c7ac9c38a4c188604357ae5833084
